altitude_m,mass_kg,demand_bus_kw,minimum_pack_capacity_kwh,minimum_discharge_c_rate
7400.0,722.2983474872032,28.11783449795856,9.37261149931952,2.8117834497958563
7500.0,722.2983474872032,28.280537292800894,9.426845764266965,2.8280537292800894
7600.0,722.2983474872032,28.444627768102922,9.48154258936764,2.844462776810292
7700.0,722.2983474872032,28.610121585762894,9.536707195254298,2.8610121585762895
7800.0,722.2983474872032,28.777034627869117,9.592344875956373,2.877703462786912
7900.0,722.2983474872032,28.9453830004094,9.648461000136466,2.89453830004094
8000.0,722.2983474872032,29.11518303705343,9.705061012351143,2.911518303705343
8100.0,722.2983474872032,29.286451303009724,9.762150434336574,2.928645130300972
8200.0,722.2983474872032,29.459204598958717,9.819734866319573,2.9459204598958717
8300.0,722.2983474872032,29.633459965063782,9.877819988354593,2.963345996506378
8400.0,722.2983474872032,29.809234685062112,9.93641156168737,2.9809234685062114
8500.0,722.2983474872032,29.986546290436806,9.995515430145602,2.9986546290436804
8600.0,722.2983474872032,30.165412564672554,10.055137521557517,3.0165412564672556
8700.0,722.2983474872032,30.34585154759657,10.115283849198857,3.034585154759657
8800.0,722.2983474872032,30.527881539806636,10.175960513268878,3.0527881539806634
8900.0,722.2983474872032,30.711521107188453,10.23717370239615,3.0711521107188453
9000.0,722.2983474872032,30.89678908552423,10.298929695174744,3.0896789085524228
9100.0,722.2983474872032,31.083704585194777,10.361234861731592,3.108370458519478
9200.0,722.2983474872032,31.272286995976923,10.424095665325641,3.1272286995976923
9300.0,722.2983474872032,31.462555991939016,10.487518663979673,3.1462555991939016
9400.0,722.2983474872032,31.654531536436185,10.551510512145395,3.1654531536436186
9500.0,722.2983474872032,31.848233887208163,10.616077962402722,3.184823388720816
9600.0,722.2983474872032,32.04368360158188,10.681227867193961,3.2043683601581883
9700.0,722.2983474872032,32.240901541781334,10.746967180593778,3.2240901541781333
9800.0,722.2983474872032,32.439908880347105,10.813302960115701,3.2439908880347104
9900.0,722.2983474872032,32.64072710566845,10.880242368556148,3.2640727105668446
10000.0,722.2983474872032,32.84337802763034,10.947792675876778,3.2843378027630337
0.0,728.2068932853477,19.297786355775845,6.432595451925281,1.9297786355775846
100.0,728.2068932853477,19.390746289807375,6.463582096602458,1.9390746289807375
200.0,728.2068932853477,19.484365955312313,6.494788651770771,1.9484365955312313
300.0,728.2068932853477,19.578651545272944,6.526217181757648,1.9578651545272945
400.0,728.2068932853477,19.6736093250536,6.557869775017867,1.96736093250536
500.0,728.2068932853477,19.76924563341386,6.589748544471287,1.9769245633413859
600.0,728.2068932853477,19.865566883538342,6.621855627846114,1.9865566883538341
700.0,728.2068932853477,19.962579564083445,6.654193188027815,1.9962579564083445
800.0,728.2068932853477,20.06029024024101,6.6867634134136695,2.0060290240241008
900.0,728.2068932853477,20.158705554819758,6.7195685182732525,2.0158705554819756
1000.0,728.2068932853477,20.25783222934429,6.752610743114764,2.0257832229344293
1100.0,728.2068932853477,20.357677065172407,6.785892355057469,2.0357677065172406
1200.0,728.2068932853477,20.458246944630787,6.819415648210263,2.0458246944630787
1300.0,728.2068932853477,20.559548832169572,6.853182944056524,2.055954883216957
1400.0,728.2068932853477,20.661589775536193,6.887196591845398,2.066158977553619
1500.0,728.2068932853477,20.764376906968614,6.921458968989538,2.0764376906968613
1600.0,728.2068932853477,20.86791744440862,6.95597248146954,2.0867917444408617
1700.0,728.2068932853477,20.972218692735463,6.990739564245154,2.0972218692735463
1800.0,728.2068932853477,21.07728804502,7.025762681673334,2.107728804502
1900.0,728.2068932853477,21.183132983800217,7.061044327933406,2.1183132983800217
2000.0,728.2068932853477,21.28976108237796,7.096587027459321,2.1289761082377963
2100.0,728.2068932853477,21.397180006137837,7.132393335379279,2.139718000613784
2200.0,728.2068932853477,21.505397513888322,7.168465837962774,2.1505397513888322
2300.0,728.2068932853477,21.61442145922566,7.20480715307522,2.161442145922566
2400.0,728.2068932853477,21.72425979192099,7.24141993064033,2.172425979192099
2500.0,728.2068932853477,21.83492055933116,7.2783068531103865,2.183492055933116
2600.0,728.2068932853477,21.946411907833657,7.3154706359445525,2.194641190783366
2700.0,728.2068932853477,22.05874208428613,7.352914028095377,2.205874208428613
2800.0,728.2068932853477,22.171919437510976,7.390639812503658,2.2171919437510974
2900.0,728.2068932853477,22.28595241980559,7.428650806601863,2.228595241980559
3000.0,728.2068932853477,22.400849588478568,7.46694986282619,2.2400849588478566
3100.0,728.2068932853477,22.516619607412604,7.505539869137535,2.2516619607412602
